Sno.,Text,Sentiment,Timestamp,User,Platform,Weekday,TimePeriod,Likes,Comments,Shares,Engagement,TextLength,WordCount,HashtagCount,MentionCount,EmojiCount,ExclamationCount,Hour,IsWeekend,EngagementPerWord,LikeRatio,CommentRatio,ShareRatio
804,Had an incredible time hiking today! #update,0,2023-01-28 23:24:00,User5225,Twitter,Saturday,Night,566,170,27,763,44,7,1,0,2,1,23,True,95.375,0.7408376963350786,0.22251308900523561,0.03534031413612566
805,Loving the new phone update—super sleek! #mood,0,2023-03-10 00:38:00,User9293,Instagram,Friday,Night,78,180,69,327,46,7,1,0,3,1,0,False,40.875,0.23780487804878048,0.5487804878048781,0.21036585365853658
806,Can't stop smiling after that surprise party. #update,0,2023-03-21 07:08:00,User3471,Twitter,Tuesday,Morning,214,192,25,431,53,8,1,0,3,0,7,False,47.888888888888886,0.49537037037037035,0.4444444444444444,0.05787037037037037
807,Had an incredible time hiking today! #thoughts,0,2023-02-11 20:40:00,User6751,Twitter,Saturday,Evening,471,67,3,541,46,7,1,0,2,1,20,True,67.625,0.8690036900369004,0.12361623616236163,0.005535055350553505
808,Loving the new phone update—super sleek! #update,0,2023-03-13 07:08:00,User1311,Twitter,Monday,Morning,388,121,97,606,48,7,1,0,3,1,7,False,75.75,0.6392092257001647,0.19934102141680396,0.15980230642504117
809,Can't stop smiling after that surprise party. #update,0,2023-02-16 19:18:00,User2949,Twitter,Thursday,Evening,697,134,68,899,53,8,1,0,3,0,19,False,99.88888888888889,0.7744444444444445,0.14888888888888888,0.07555555555555556
810,Had an incredible time hiking today! #update,0,2023-02-20 10:25:00,User5676,Instagram,Monday,Morning,545,92,25,662,44,7,1,0,2,1,10,False,82.75,0.8220211161387632,0.138763197586727,0.03770739064856712
811,Loving the new phone update—super sleek! #daily,0,2023-01-16 07:43:00,User3538,Facebook,Monday,Morning,414,76,20,510,47,7,1,0,3,1,7,False,63.75,0.8101761252446184,0.1487279843444227,0.03913894324853229
812,Can't stop smiling after that surprise party. #life,0,2023-03-01 12:50:00,User6054,Twitter,Wednesday,Afternoon,882,143,34,1059,51,8,1,0,3,0,12,False,117.66666666666667,0.8320754716981132,0.1349056603773585,0.03207547169811321
813,Had an incredible time hiking today! #update,0,2023-03-06 08:15:00,User1264,Twitter,Monday,Morning,391,68,26,485,44,7,1,0,2,1,8,False,60.625,0.8045267489711934,0.13991769547325103,0.053497942386831275
814,Loving the new phone update—super sleek! #thoughts,0,2023-02-02 11:04:00,User9036,Facebook,Thursday,Morning,549,76,5,630,50,7,1,0,3,1,11,False,78.75,0.8700475435816165,0.12044374009508717,0.00792393026941363
815,Best concert I’ve ever been to! #life,0,2023-03-02 00:40:00,User9999,Facebook,Thursday,Night,706,25,99,830,37,7,1,0,3,1,0,False,103.75,0.8495788206979543,0.030084235860409144,0.11913357400722022
816,Loving the new phone update—super sleek! #daily,0,2023-02-09 05:08:00,User6932,Instagram,Thursday,Morning,560,22,61,643,47,7,1,0,3,1,5,False,80.375,0.8695652173913043,0.034161490683229816,0.09472049689440994
817,Feeling grateful for amazing friends. #mood,0,2023-03-17 20:59:00,User6236,Twitter,Friday,Evening,376,68,92,536,43,6,1,0,2,0,20,False,76.57142857142857,0.7001862197392924,0.1266294227188082,0.1713221601489758
818,Best concert I’ve ever been to! #update,0,2023-03-20 15:49:00,User6593,Instagram,Monday,Afternoon,266,86,93,445,39,7,1,0,3,1,15,False,55.625,0.5964125560538116,0.19282511210762332,0.2085201793721973
819,Can't stop smiling after that surprise party. #life,0,2023-02-17 10:33:00,User4876,Instagram,Friday,Morning,350,114,9,473,51,8,1,0,3,0,10,False,52.55555555555556,0.7383966244725738,0.24050632911392406,0.0189873417721519
820,Feeling grateful for amazing friends. #mood,0,2023-02-12 15:01:00,User9101,Twitter,Sunday,Afternoon,181,99,50,330,43,6,1,0,2,0,15,True,47.142857142857146,0.5468277945619335,0.2990936555891239,0.1510574018126888
821,Loving the new phone update—super sleek! #update,0,2023-03-04 04:47:00,User1024,Facebook,Saturday,Night,853,170,6,1029,48,7,1,0,3,1,4,True,128.625,0.8281553398058252,0.1650485436893204,0.005825242718446602
822,Best concert I’ve ever been to! #update,0,2023-02-03 15:11:00,User4992,Twitter,Friday,Afternoon,119,36,83,238,39,7,1,0,3,1,15,False,29.75,0.497907949790795,0.1506276150627615,0.3472803347280335
823,Loving the new phone update—super sleek! #life,0,2023-03-08 15:54:00,User5837,Instagram,Wednesday,Afternoon,301,15,60,376,46,7,1,0,3,1,15,False,47.0,0.7984084880636605,0.03978779840848806,0.15915119363395225
824,Feeling grateful for amazing friends. #mood,0,2023-01-27 13:41:00,User4541,Instagram,Friday,Afternoon,464,49,44,557,43,6,1,0,2,0,13,False,79.57142857142857,0.8315412186379928,0.08781362007168458,0.07885304659498207
825,Loving the new phone update—super sleek! #daily,0,2023-01-17 01:44:00,User2209,Twitter,Tuesday,Night,836,37,11,884,47,7,1,0,3,1,1,False,110.5,0.9446327683615819,0.04180790960451977,0.012429378531073447
826,Had an incredible time hiking today! #mood,0,2023-03-09 07:21:00,User6505,Instagram,Thursday,Morning,494,106,66,666,42,7,1,0,2,1,7,False,83.25,0.7406296851574213,0.15892053973013492,0.09895052473763119
827,Loving the new phone update—super sleek! #thoughts,0,2023-02-15 16:17:00,User4222,Twitter,Wednesday,Afternoon,925,173,47,1145,50,7,1,0,3,1,16,False,143.125,0.8071553228621291,0.15095986038394416,0.04101221640488656
828,Loving the new phone update—super sleek! #mood,0,2023-01-23 08:19:00,User7794,Instagram,Monday,Morning,231,140,73,444,46,7,1,0,3,1,8,False,55.5,0.5191011235955056,0.3146067415730337,0.16404494382022472
829,Had an incredible time hiking today! #daily,0,2023-02-20 10:25:00,User5554,Instagram,Monday,Morning,216,15,85,316,43,7,1,0,2,1,10,False,39.5,0.6813880126182965,0.0473186119873817,0.26813880126182965
830,Had an incredible time hiking today! #update,0,2023-02-14 19:52:00,User6129,Facebook,Tuesday,Evening,140,183,88,411,44,7,1,0,2,1,19,False,51.375,0.33980582524271846,0.4441747572815534,0.21359223300970873
831,Loving the new phone update—super sleek! #mood,0,2023-03-21 21:00:00,User3021,Twitter,Tuesday,Night,763,92,98,953,46,7,1,0,3,1,21,False,119.125,0.79979035639413,0.09643605870020965,0.10272536687631027
832,Best concert I’ve ever been to! #life,0,2023-01-24 09:56:00,User4260,Facebook,Tuesday,Morning,907,45,86,1038,37,7,1,0,3,1,9,False,129.75,0.8729547641963427,0.04331087584215592,0.08277189605389798
833,Had an incredible time hiking today! #life,0,2023-02-02 12:33:00,User1513,Facebook,Thursday,Afternoon,580,149,3,732,42,7,1,0,2,1,12,False,91.5,0.791268758526603,0.20327421555252387,0.004092769440654843
834,Had an incredible time hiking today! #daily,0,2023-02-15 04:26:00,User1632,Instagram,Wednesday,Night,88,80,76,244,43,7,1,0,2,1,4,False,30.5,0.35918367346938773,0.32653061224489793,0.31020408163265306
835,Can't stop smiling after that surprise party. #daily,0,2023-02-26 06:06:00,User5814,Twitter,Sunday,Morning,175,125,92,392,52,8,1,0,3,0,6,True,43.55555555555556,0.44529262086513993,0.31806615776081426,0.2340966921119593
836,Feeling grateful for amazing friends. #update,0,2023-03-12 00:58:00,User1327,Facebook,Sunday,Night,500,50,30,580,45,6,1,0,2,0,0,True,82.85714285714286,0.8605851979345955,0.08605851979345955,0.05163511187607573
837,Feeling grateful for amazing friends. #thoughts,0,2023-03-25 21:46:00,User9950,Facebook,Saturday,Night,222,164,90,476,47,6,1,0,2,0,21,True,68.0,0.46540880503144655,0.3438155136268344,0.18867924528301888
838,Loving the new phone update—super sleek! #update,0,2023-02-13 04:41:00,User3563,Instagram,Monday,Night,702,84,21,807,48,7,1,0,3,1,4,False,100.875,0.8688118811881188,0.10396039603960396,0.02599009900990099
839,Loving the new phone update—super sleek! #thoughts,0,2023-01-18 18:18:00,User8504,Facebook,Wednesday,Evening,803,58,28,889,50,7,1,0,3,1,18,False,111.125,0.902247191011236,0.0651685393258427,0.03146067415730337
840,Feeling grateful for amazing friends. #life,0,2023-03-10 04:42:00,User8362,Instagram,Friday,Night,269,90,90,449,43,6,1,0,2,0,4,False,64.14285714285714,0.5977777777777777,0.2,0.2
841,Had an incredible time hiking today! #thoughts,0,2023-02-28 07:14:00,User4857,Twitter,Tuesday,Morning,687,96,62,845,46,7,1,0,2,1,7,False,105.625,0.8120567375886525,0.11347517730496454,0.07328605200945626
842,Can't stop smiling after that surprise party. #update,0,2023-02-21 17:27:00,User6936,Instagram,Tuesday,Evening,107,152,33,292,53,8,1,0,3,0,17,False,32.44444444444444,0.3651877133105802,0.5187713310580204,0.11262798634812286
843,Had an incredible time hiking today! #daily,0,2023-02-09 01:27:00,User7432,Facebook,Thursday,Night,709,165,85,959,43,7,1,0,2,1,1,False,119.875,0.7385416666666667,0.171875,0.08854166666666667
844,Had an incredible time hiking today! #life,0,2023-02-09 15:55:00,User5352,Facebook,Thursday,Afternoon,525,172,35,732,42,7,1,0,2,1,15,False,91.5,0.7162346521145976,0.23465211459754434,0.047748976807639835
845,Feeling grateful for amazing friends. #mood,0,2023-03-08 04:03:00,User6399,Instagram,Wednesday,Night,505,164,52,721,43,6,1,0,2,0,4,False,103.0,0.6994459833795014,0.22714681440443213,0.07202216066481995
846,Had an incredible time hiking today! #update,0,2023-01-19 22:45:00,User7056,Instagram,Thursday,Night,878,101,34,1013,44,7,1,0,2,1,22,False,126.625,0.8658777120315582,0.09960552268244575,0.03353057199211045
847,Had an incredible time hiking today! #thoughts,0,2023-03-17 18:41:00,User2130,Instagram,Friday,Evening,944,6,41,991,46,7,1,0,2,1,18,False,123.875,0.9516129032258065,0.006048387096774193,0.04133064516129032
848,Best concert I’ve ever been to! #thoughts,0,2023-01-30 13:39:00,User1085,Twitter,Monday,Afternoon,410,37,51,498,41,7,1,0,3,1,13,False,62.25,0.8216432865731463,0.07414829659318638,0.10220440881763528
849,Can't stop smiling after that surprise party. #daily,0,2023-03-21 15:00:00,User5551,Twitter,Tuesday,Afternoon,984,162,47,1193,52,8,1,0,3,0,15,False,132.55555555555554,0.8241206030150754,0.135678391959799,0.03936348408710218
850,Loving the new phone update—super sleek! #mood,0,2023-02-05 16:19:00,User9542,Facebook,Sunday,Afternoon,50,165,82,297,46,7,1,0,3,1,16,True,37.125,0.16778523489932887,0.5536912751677853,0.2751677852348993
851,Best concert I’ve ever been to! #mood,0,2023-03-06 21:02:00,User5076,Twitter,Monday,Night,436,81,58,575,37,7,1,0,3,1,21,False,71.875,0.7569444444444444,0.140625,0.10069444444444445
852,Feeling grateful for amazing friends. #thoughts,0,2023-01-25 01:17:00,User6209,Instagram,Wednesday,Night,397,120,75,592,47,6,1,0,2,0,1,False,84.57142857142857,0.6694772344013491,0.20236087689713322,0.12647554806070826
853,Had an incredible time hiking today! #life,0,2023-02-22 06:13:00,User9288,Twitter,Wednesday,Morning,239,158,57,454,42,7,1,0,2,1,6,False,56.75,0.5252747252747253,0.34725274725274724,0.12527472527472527
854,Feeling grateful for amazing friends. #daily,0,2023-02-05 06:36:00,User4965,Twitter,Sunday,Morning,554,154,23,731,44,6,1,0,2,0,6,True,104.42857142857143,0.7568306010928961,0.2103825136612022,0.031420765027322405
855,Had an incredible time hiking today! #daily,0,2023-02-25 16:32:00,User2224,Twitter,Saturday,Afternoon,240,107,48,395,43,7,1,0,2,1,16,True,49.375,0.6060606060606061,0.2702020202020202,0.12121212121212122
856,Had an incredible time hiking today! #mood,0,2023-02-07 20:38:00,User8699,Twitter,Tuesday,Evening,557,198,22,777,42,7,1,0,2,1,20,False,97.125,0.7159383033419023,0.2544987146529563,0.028277634961439587
857,Best concert I’ve ever been to! #daily,0,2023-03-21 20:35:00,User1852,Instagram,Tuesday,Evening,418,170,17,605,38,7,1,0,3,1,20,False,75.625,0.6897689768976898,0.28052805280528054,0.028052805280528052
858,Loving the new phone update—super sleek! #life,0,2023-03-11 20:42:00,User4330,Twitter,Saturday,Evening,458,107,69,634,46,7,1,0,3,1,20,True,79.25,0.721259842519685,0.16850393700787403,0.10866141732283464
859,Feeling grateful for amazing friends. #mood,0,2023-02-17 11:19:00,User9157,Facebook,Friday,Morning,873,94,11,978,43,6,1,0,2,0,11,False,139.71428571428572,0.891726251276813,0.09601634320735444,0.011235955056179775
860,Feeling grateful for amazing friends. #thoughts,0,2023-03-25 12:41:00,User6494,Twitter,Saturday,Afternoon,978,178,94,1250,47,6,1,0,2,0,12,True,178.57142857142858,0.7817745803357314,0.14228617106314947,0.07513988808952837
861,Loving the new phone update—super sleek! #mood,0,2023-02-03 03:36:00,User9596,Twitter,Friday,Night,983,126,15,1124,46,7,1,0,3,1,3,False,140.5,0.8737777777777778,0.112,0.013333333333333334
862,Had an incredible time hiking today! #daily,0,2023-02-12 03:40:00,User9165,Twitter,Sunday,Night,166,147,91,404,43,7,1,0,2,1,3,True,50.5,0.40987654320987654,0.362962962962963,0.22469135802469137
863,Had an incredible time hiking today! #daily,0,2023-02-03 13:56:00,User7344,Twitter,Friday,Afternoon,183,110,35,328,43,7,1,0,2,1,13,False,41.0,0.5562310030395137,0.3343465045592705,0.10638297872340426
864,Can't stop smiling after that surprise party. #life,0,2023-03-10 15:19:00,User9407,Instagram,Friday,Afternoon,107,123,33,263,51,8,1,0,3,0,15,False,29.22222222222222,0.4053030303030303,0.4659090909090909,0.125
865,Loving the new phone update—super sleek! #daily,0,2023-02-05 23:41:00,User2029,Facebook,Sunday,Night,605,176,84,865,47,7,1,0,3,1,23,True,108.125,0.6986143187066974,0.20323325635103925,0.09699769053117784
866,Loving the new phone update—super sleek! #life,0,2023-03-07 05:07:00,User1629,Instagram,Tuesday,Morning,734,53,16,803,46,7,1,0,3,1,5,False,100.375,0.9129353233830846,0.06592039800995025,0.01990049751243781
867,Loving the new phone update—super sleek! #update,0,2023-03-20 21:14:00,User2063,Instagram,Monday,Night,721,108,34,863,48,7,1,0,3,1,21,False,107.875,0.8344907407407407,0.125,0.03935185185185185
868,Had an incredible time hiking today! #daily,0,2023-03-25 15:50:00,User9389,Twitter,Saturday,Afternoon,222,65,66,353,43,7,1,0,2,1,15,True,44.125,0.6271186440677966,0.18361581920903955,0.1864406779661017
869,Had an incredible time hiking today! #update,0,2023-02-22 13:44:00,User1664,Twitter,Wednesday,Afternoon,878,199,99,1176,44,7,1,0,2,1,13,False,147.0,0.745964316057774,0.16907391673746813,0.08411214953271028
870,Loving the new phone update—super sleek! #thoughts,0,2023-02-11 20:34:00,User3146,Twitter,Saturday,Evening,864,127,40,1031,50,7,1,0,3,1,20,True,128.875,0.8372093023255814,0.12306201550387597,0.03875968992248062
871,Can't stop smiling after that surprise party. #mood,0,2023-02-26 13:42:00,User3865,Twitter,Sunday,Afternoon,198,138,28,364,51,8,1,0,3,0,13,True,40.44444444444444,0.5424657534246575,0.3780821917808219,0.07671232876712329
872,Can't stop smiling after that surprise party. #life,0,2023-03-07 06:45:00,User8405,Twitter,Tuesday,Morning,129,13,47,189,51,8,1,0,3,0,6,False,21.0,0.6789473684210526,0.06842105263157895,0.24736842105263157
873,Best concert I’ve ever been to! #daily,0,2023-03-19 10:27:00,User1451,Twitter,Sunday,Morning,935,10,39,984,38,7,1,0,3,1,10,True,123.0,0.949238578680203,0.01015228426395939,0.03959390862944162
874,Feeling grateful for amazing friends. #life,0,2023-03-19 22:05:00,User5887,Instagram,Sunday,Night,262,77,70,409,43,6,1,0,2,0,22,True,58.42857142857143,0.6390243902439025,0.1878048780487805,0.17073170731707318
875,Can't stop smiling after that surprise party. #daily,0,2023-02-03 10:43:00,User2599,Facebook,Friday,Morning,252,107,73,432,52,8,1,0,3,0,10,False,48.0,0.581986143187067,0.2471131639722864,0.16859122401847576
876,Can't stop smiling after that surprise party. #mood,0,2023-02-17 16:43:00,User1006,Facebook,Friday,Afternoon,813,164,20,997,51,8,1,0,3,0,16,False,110.77777777777777,0.814629258517034,0.16432865731462926,0.02004008016032064
877,Had an incredible time hiking today! #mood,0,2023-02-06 02:58:00,User9586,Twitter,Monday,Night,278,45,1,324,42,7,1,0,2,1,2,False,40.5,0.8553846153846154,0.13846153846153847,0.003076923076923077
878,Feeling grateful for amazing friends. #update,0,2023-01-17 04:55:00,User5972,Instagram,Tuesday,Night,725,118,72,915,45,6,1,0,2,0,4,False,130.71428571428572,0.7914847161572053,0.12882096069868995,0.07860262008733625
879,Best concert I’ve ever been to! #mood,0,2023-02-03 17:31:00,User7715,Twitter,Friday,Evening,276,12,87,375,37,7,1,0,3,1,17,False,46.875,0.7340425531914894,0.031914893617021274,0.23138297872340424
880,Had an incredible time hiking today! #daily,0,2023-02-20 15:54:00,User9616,Facebook,Monday,Afternoon,708,76,63,847,43,7,1,0,2,1,15,False,105.875,0.8349056603773585,0.08962264150943396,0.07429245283018868
881,Had an incredible time hiking today! #mood,0,2023-03-18 07:06:00,User1269,Facebook,Saturday,Morning,581,182,67,830,42,7,1,0,2,1,7,True,103.75,0.6991576413959085,0.2190132370637786,0.08062575210589651
882,Best concert I’ve ever been to! #life,0,2023-02-09 08:07:00,User7659,Facebook,Thursday,Morning,490,96,4,590,37,7,1,0,3,1,8,False,73.75,0.8291032148900169,0.16243654822335024,0.00676818950930626
883,Had an incredible time hiking today! #life,0,2023-02-02 04:06:00,User8108,Facebook,Thursday,Night,451,66,58,575,42,7,1,0,2,1,4,False,71.875,0.7829861111111112,0.11458333333333333,0.10069444444444445
884,Can't stop smiling after that surprise party. #update,0,2023-03-02 17:40:00,User9193,Instagram,Thursday,Evening,96,88,25,209,53,8,1,0,3,0,17,False,23.22222222222222,0.45714285714285713,0.41904761904761906,0.11904761904761904
885,Loving the new phone update—super sleek! #life,0,2023-01-28 23:40:00,User7883,Instagram,Saturday,Night,282,66,47,395,46,7,1,0,3,1,23,True,49.375,0.7121212121212122,0.16666666666666666,0.11868686868686869
886,Had an incredible time hiking today! #thoughts,0,2023-02-15 20:18:00,User6904,Instagram,Wednesday,Evening,354,115,38,507,46,7,1,0,2,1,20,False,63.375,0.6968503937007874,0.2263779527559055,0.07480314960629922
887,Feeling grateful for amazing friends. #update,0,2023-03-11 12:51:00,User2041,Facebook,Saturday,Afternoon,575,131,15,721,45,6,1,0,2,0,12,True,103.0,0.796398891966759,0.1814404432132964,0.02077562326869806
888,Feeling grateful for amazing friends. #update,0,2023-02-25 00:31:00,User2278,Instagram,Saturday,Night,192,11,63,266,45,6,1,0,2,0,0,True,38.0,0.7191011235955056,0.04119850187265917,0.23595505617977527
889,Best concert I’ve ever been to! #mood,0,2023-02-12 17:01:00,User1214,Facebook,Sunday,Evening,464,88,21,573,37,7,1,0,3,1,17,True,71.625,0.8083623693379791,0.15331010452961671,0.036585365853658534
890,Loving the new phone update—super sleek! #thoughts,0,2023-02-01 22:39:00,User9623,Facebook,Wednesday,Night,562,136,99,797,50,7,1,0,3,1,22,False,99.625,0.7042606516290727,0.17042606516290726,0.12406015037593984
891,Can't stop smiling after that surprise party. #update,0,2023-02-21 03:29:00,User1935,Facebook,Tuesday,Night,422,138,57,617,53,8,1,0,3,0,3,False,68.55555555555556,0.6828478964401294,0.22330097087378642,0.09223300970873786
892,Had an incredible time hiking today! #update,0,2023-02-07 04:39:00,User1713,Instagram,Tuesday,Night,615,62,53,730,44,7,1,0,2,1,4,False,91.25,0.841313269493844,0.08481532147742818,0.07250341997264022
